timestamp,agv_id,motor_temp,battery_temp,vibration,voltage,current,speed,error_count,load_weight,driving_time
2025-05-21 00:00:00,AGV-01,58.75,32.86,0.263,24.3,9.31,1.365,0,46.4,0
2025-05-21 00:10:00,AGV-01,59.52,32.42,0.2395,23.89,8.76,1.008,0,49.8,10
2025-05-21 00:20:00,AGV-01,56.48,33.31,0.2318,23.72,10.67,1.366,0,57.8,20
2025-05-21 00:30:00,AGV-01,58.59,33.12,0.2397,23.88,10.26,1.444,0,41.8,30
2025-05-21 00:40:00,AGV-01,57.98,31.94,0.2665,23.76,9.67,1.106,0,46.1,40
2025-05-21 00:50:00,AGV-01,59.32,31.99,0.2183,24.15,9.07,1.198,0,40.6,50
2025-05-21 01:00:00,AGV-01,58.49,32.61,0.2365,24.12,10.32,1.54,0,44.0,60
2025-05-21 01:10:00,AGV-01,57.06,31.49,0.272,23.96,9.17,1.577,0,40.5,70
2025-05-21 01:20:00,AGV-01,57.89,34.0,0.2572,23.87,9.79,1.631,0,61.9,80
2025-05-21 01:30:00,AGV-01,56.62,32.6,0.2488,23.72,10.33,1.536,0,45.1,90
2025-05-21 01:40:00,AGV-01,60.22,32.48,0.2338,23.9,10.23,1.449,0,51.9,100
2025-05-21 01:50:00,AGV-01,58.26,32.69,0.2635,23.95,9.21,1.591,0,43.5,110
2025-05-21 02:00:00,AGV-01,58.01,32.77,0.2217,23.92,9.23,1.28,0,46.1,120
2025-05-21 02:10:00,AGV-01,54.97,32.06,0.2781,24.0,8.16,1.239,0,40.0,130
2025-05-21 02:20:00,AGV-01,58.09,35.46,0.2462,24.06,9.47,1.225,1,50.7,140
2025-05-21 02:30:00,AGV-01,59.13,33.79,0.2318,24.28,8.38,1.488,0,56.0,150
2025-05-21 02:40:00,AGV-01,57.26,33.92,0.2841,24.17,9.51,1.345,0,39.7,160
2025-05-21 02:50:00,AGV-01,58.71,32.08,0.281,23.84,9.24,1.522,0,38.8,170
2025-05-21 03:00:00,AGV-01,60.05,35.54,0.2435,23.96,8.35,1.579,0,47.6,180
2025-05-21 03:10:00,AGV-01,58.45,33.25,0.2569,23.86,9.69,1.444,0,41.4,190
2025-05-21 03:20:00,AGV-01,58.26,31.78,0.271,24.27,10.09,1.257,0,50.8,200
2025-05-21 03:30:00,AGV-01,56.77,33.96,0.2583,24.16,11.02,1.363,0,41.2,210
2025-05-21 03:40:00,AGV-01,59.32,32.76,0.2742,24.11,11.69,1.414,0,48.1,220
2025-05-21 03:50:00,AGV-01,56.71,31.93,0.2596,23.96,10.07,1.471,1,44.6,230
2025-05-21 04:00:00,AGV-01,56.73,31.49,0.2411,24.17,9.67,1.213,0,48.2,240
2025-05-21 04:10:00,AGV-01,60.64,33.23,0.2338,24.21,9.54,1.531,0,50.3,250
2025-05-21 04:20:00,AGV-01,55.93,32.06,0.2603,24.1,9.91,1.978,0,51.7,260
2025-05-21 04:30:00,AGV-01,59.48,33.23,0.2535,23.77,8.3,1.425,0,40.7,270
2025-05-21 04:40:00,AGV-01,61.47,31.13,0.2637,23.68,9.12,1.563,0,52.8,280
2025-05-21 04:50:00,AGV-01,58.19,33.55,0.2246,24.48,10.97,1.605,1,49.1,290
2025-05-21 05:00:00,AGV-01,59.57,32.37,0.2411,23.67,8.88,1.649,0,42.6,300
2025-05-21 05:10:00,AGV-01,57.02,34.77,0.2581,23.75,10.23,1.718,0,50.2,310
2025-05-21 05:20:00,AGV-01,56.9,31.72,0.2453,24.37,9.48,1.26,0,43.7,320
2025-05-21 05:30:00,AGV-01,56.13,34.63,0.2214,23.91,9.6,1.616,0,37.8,330
2025-05-21 05:40:00,AGV-01,58.61,33.91,0.246,24.01,10.02,1.419,0,52.9,340
2025-05-21 05:50:00,AGV-01,56.14,35.13,0.211,23.97,9.97,1.442,0,41.9,350
2025-05-21 06:00:00,AGV-01,59.33,32.54,0.2376,23.93,10.26,1.618,0,49.1,360
2025-05-21 06:10:00,AGV-01,58.94,32.17,0.2388,24.15,9.99,1.397,0,45.6,370
2025-05-21 06:20:00,AGV-01,57.0,34.16,0.2811,23.91,9.17,1.439,0,51.5,380
2025-05-21 06:30:00,AGV-01,58.03,33.68,0.2438,24.06,9.4,1.415,0,48.0,390
2025-05-21 06:40:00,AGV-01,55.31,32.55,0.2741,23.76,10.12,1.5,0,44.9,400
2025-05-21 06:50:00,AGV-01,56.65,33.08,0.2365,24.2,9.38,1.276,0,43.4,410
2025-05-21 07:00:00,AGV-01,58.92,34.36,0.2413,24.04,9.95,1.531,0,37.8,420
2025-05-21 07:10:00,AGV-01,55.89,32.28,0.2457,24.06,10.68,1.529,0,44.2,430
2025-05-21 07:20:00,AGV-01,57.55,33.0,0.2364,23.99,10.52,1.516,0,44.5,440
2025-05-21 07:30:00,AGV-01,58.6,33.69,0.242,24.04,9.51,1.415,1,41.1,450
2025-05-21 07:40:00,AGV-01,60.18,33.96,0.2931,23.85,10.2,1.428,0,44.4,460
2025-05-21 07:50:00,AGV-01,59.46,31.55,0.2657,23.97,8.42,1.555,0,35.9,470
2025-05-21 08:00:00,AGV-01,58.51,34.88,0.269,23.88,8.78,1.474,0,48.7,480
2025-05-21 08:10:00,AGV-01,60.21,33.7,0.2474,23.99,9.27,1.444,0,39.5,490
2025-05-21 08:20:00,AGV-01,57.83,34.24,0.2181,23.88,9.5,1.407,0,43.4,500
2025-05-21 08:30:00,AGV-01,55.6,31.63,0.2607,24.21,10.73,1.276,0,43.5,510
2025-05-21 08:40:00,AGV-01,60.33,33.12,0.2736,24.01,11.15,1.663,0,39.9,520
2025-05-21 08:50:00,AGV-01,57.6,34.49,0.2676,23.91,9.23,1.14,0,52.2,530
2025-05-21 09:00:00,AGV-01,57.6,33.72,0.28,24.01,10.8,1.193,0,44.9,540
2025-05-21 09:10:00,AGV-01,59.19,32.72,0.2167,24.0,9.82,1.568,0,37.8,550
2025-05-21 09:20:00,AGV-01,58.55,32.06,0.2397,23.79,9.45,1.543,0,42.8,560
2025-05-21 09:30:00,AGV-01,57.29,32.18,0.2388,23.71,9.35,1.409,0,33.6,570
2025-05-21 09:40:00,AGV-01,56.95,33.21,0.2478,23.96,9.99,1.514,0,42.3,580
2025-05-21 09:50:00,AGV-01,56.16,35.37,0.2438,23.87,7.75,1.528,0,40.1,590
2025-05-21 10:00:00,AGV-01,62.62,34.12,0.2474,23.81,8.21,1.431,0,44.1,600
2025-05-21 10:10:00,AGV-01,57.93,31.94,0.2369,23.85,9.22,1.433,0,49.6,610
2025-05-21 10:20:00,AGV-01,57.99,34.48,0.2515,23.83,10.72,1.481,0,43.1,620
2025-05-21 10:30:00,AGV-01,57.0,34.4,0.2238,23.62,10.25,1.404,0,45.6,630
2025-05-21 10:40:00,AGV-01,57.02,32.51,0.2382,23.83,9.54,1.275,0,47.0,640
2025-05-21 10:50:00,AGV-01,57.87,33.24,0.2555,23.86,9.07,1.479,0,46.0,650
2025-05-21 11:00:00,AGV-01,55.5,33.54,0.2367,24.11,8.89,1.129,0,42.7,660
2025-05-21 11:10:00,AGV-01,57.54,31.48,0.266,23.77,9.71,1.818,0,36.9,670
2025-05-21 11:20:00,AGV-01,56.71,32.62,0.2701,23.88,10.17,1.231,0,41.4,680
2025-05-21 11:30:00,AGV-01,61.65,31.23,0.2293,24.03,9.57,1.473,0,52.9,690
2025-05-21 11:40:00,AGV-01,58.51,32.59,0.2402,23.91,9.82,1.337,0,34.0,700
2025-05-21 11:50:00,AGV-01,58.54,32.73,0.269,23.95,10.54,1.299,0,33.8,710
2025-05-21 12:00:00,AGV-01,58.03,34.68,0.2565,23.96,10.16,1.068,0,40.6,720
2025-05-21 12:10:00,AGV-01,58.43,33.17,0.2614,23.83,9.18,1.476,0,51.2,730
2025-05-21 12:20:00,AGV-01,58.27,33.25,0.2408,23.83,10.16,1.272,0,52.5,740
2025-05-21 12:30:00,AGV-01,58.6,32.65,0.2666,24.26,9.14,1.336,0,42.2,750
2025-05-21 12:40:00,AGV-01,59.3,34.36,0.2583,24.38,8.88,1.213,0,45.9,760
2025-05-21 12:50:00,AGV-01,59.25,32.11,0.2035,24.04,11.61,1.37,0,45.2,770
2025-05-21 13:00:00,AGV-01,58.16,33.73,0.2596,24.04,8.87,1.471,0,38.3,780
2025-05-21 13:10:00,AGV-01,60.83,33.18,0.252,23.98,10.12,1.781,0,47.6,790
2025-05-21 13:20:00,AGV-01,57.76,32.57,0.2298,23.67,10.16,1.411,0,51.4,800
2025-05-21 13:30:00,AGV-01,56.77,31.5,0.2448,23.77,9.38,1.399,0,38.4,810
2025-05-21 13:40:00,AGV-01,57.65,33.7,0.287,24.23,9.28,1.234,0,45.0,820
2025-05-21 13:50:00,AGV-01,58.24,32.32,0.253,23.84,10.04,1.383,0,45.8,830
2025-05-21 14:00:00,AGV-01,57.95,32.46,0.2357,24.02,9.3,1.626,0,34.6,840
2025-05-21 14:10:00,AGV-01,56.14,31.82,0.2541,24.06,9.3,1.378,0,47.6,850
2025-05-21 14:20:00,AGV-01,56.33,34.75,0.2687,24.25,10.08,1.231,0,45.5,860
2025-05-21 14:30:00,AGV-01,57.8,33.5,0.2289,23.93,9.32,1.522,0,40.3,870
2025-05-21 14:40:00,AGV-01,57.46,34.16,0.2284,24.12,9.97,1.354,0,36.7,880
2025-05-21 14:50:00,AGV-01,60.65,31.76,0.2337,24.26,8.1,1.513,0,37.9,890
2025-05-21 15:00:00,AGV-01,54.88,34.7,0.2542,23.98,9.06,1.46,0,49.9,900
2025-05-21 15:10:00,AGV-01,57.95,32.66,0.2769,24.43,10.04,1.307,0,42.9,910
2025-05-21 15:20:00,AGV-01,58.03,33.35,0.2392,23.84,9.66,1.253,0,55.0,920
2025-05-21 15:30:00,AGV-01,59.08,32.53,0.2605,24.32,10.76,1.249,0,47.6,930
2025-05-21 15:40:00,AGV-01,55.24,31.72,0.2375,24.01,9.91,1.291,0,37.8,940
2025-05-21 15:50:00,AGV-01,58.87,31.48,0.234,24.27,8.79,1.486,0,36.2,950
2025-05-21 16:00:00,AGV-01,58.74,33.18,0.2328,24.14,9.04,1.418,0,36.6,960
2025-05-21 16:10:00,AGV-01,59.48,32.65,0.2549,24.04,9.23,1.696,0,44.8,970
2025-05-21 16:20:00,AGV-01,59.06,32.44,0.2626,24.19,10.0,1.164,0,38.4,980
2025-05-21 16:30:00,AGV-01,57.66,34.06,0.2524,24.16,9.99,1.593,0,50.3,990
2025-05-21 16:40:00,AGV-01,57.89,31.34,0.2586,24.04,9.72,1.208,0,47.2,1000
2025-05-21 16:50:00,AGV-01,57.68,34.13,0.2484,23.91,10.21,1.189,0,47.5,1010
2025-05-21 17:00:00,AGV-01,58.33,32.52,0.2751,23.82,9.35,1.334,0,41.7,1020
2025-05-21 17:10:00,AGV-01,59.57,33.87,0.2557,23.73,9.97,1.507,0,45.2,1030
2025-05-21 17:20:00,AGV-01,57.22,34.41,0.296,23.93,9.14,1.618,0,40.6,1040
2025-05-21 17:30:00,AGV-01,59.19,32.7,0.2339,23.8,8.66,1.11,0,39.0,1050
2025-05-21 17:40:00,AGV-01,59.48,32.79,0.249,24.13,8.6,1.457,1,45.8,1060
2025-05-21 17:50:00,AGV-01,58.74,33.29,0.2991,23.87,9.08,1.307,0,42.2,1070
2025-05-21 18:00:00,AGV-01,57.26,32.83,0.2425,23.77,10.14,1.557,0,42.2,1080
2025-05-21 18:10:00,AGV-01,58.95,33.2,0.2197,24.31,10.94,1.308,0,43.1,1090
2025-05-21 18:20:00,AGV-01,58.82,34.08,0.233,24.02,8.1,1.211,0,44.8,1100
2025-05-21 18:30:00,AGV-01,60.69,32.48,0.2545,24.0,10.45,1.779,0,42.3,1110
2025-05-21 18:40:00,AGV-01,59.99,31.87,0.2172,24.09,9.69,1.446,0,49.1,1120
2025-05-21 18:50:00,AGV-01,58.76,34.07,0.2734,24.28,10.02,1.375,0,45.7,1130
2025-05-21 19:00:00,AGV-01,56.97,33.49,0.2584,24.08,9.32,1.401,0,46.0,1140
2025-05-21 19:10:00,AGV-01,58.07,31.64,0.2649,24.13,11.23,1.354,0,46.1,1150
2025-05-21 19:20:00,AGV-01,58.81,33.05,0.2742,23.71,9.64,1.461,0,50.4,1160
2025-05-21 19:30:00,AGV-01,56.46,33.13,0.236,24.24,8.28,1.316,0,46.9,1170
2025-05-21 19:40:00,AGV-01,57.8,30.96,0.2646,24.22,8.14,1.339,1,38.9,1180
2025-05-21 19:50:00,AGV-01,57.73,33.65,0.2697,24.22,10.55,1.367,0,39.3,1190
2025-05-21 20:00:00,AGV-01,60.77,31.93,0.2195,23.86,9.46,1.437,0,41.4,1200
2025-05-21 20:10:00,AGV-01,57.0,33.07,0.2454,24.19,9.23,1.476,0,44.9,1210
2025-05-21 20:20:00,AGV-01,58.51,33.46,0.2614,24.09,10.01,1.599,0,51.2,1220
2025-05-21 20:30:00,AGV-01,58.74,31.97,0.249,24.07,8.89,1.196,0,43.4,1230
2025-05-21 20:40:00,AGV-01,58.19,32.32,0.2668,23.87,9.14,1.117,0,44.1,1240
2025-05-21 20:50:00,AGV-01,56.97,35.47,0.2401,24.2,8.63,1.456,0,47.4,1250
2025-05-21 21:00:00,AGV-01,56.55,32.95,0.2499,23.77,10.7,1.532,0,40.6,1260
2025-05-21 21:10:00,AGV-01,58.06,32.73,0.2483,23.96,8.91,1.429,0,39.7,1270
2025-05-21 21:20:00,AGV-01,57.14,33.57,0.278,24.18,9.55,1.303,0,47.0,1280
2025-05-21 21:30:00,AGV-01,59.02,32.42,0.2718,24.02,10.26,1.37,0,51.6,1290
2025-05-21 21:40:00,AGV-01,60.6,33.2,0.237,23.9,9.24,1.464,1,47.6,1300
2025-05-21 21:50:00,AGV-01,57.14,32.98,0.2928,24.35,9.85,1.406,0,45.6,1310
2025-05-21 22:00:00,AGV-01,57.25,33.21,0.2718,23.98,10.25,1.531,0,38.9,1320
2025-05-21 22:10:00,AGV-01,55.8,33.22,0.2709,24.34,9.13,1.562,0,44.8,1330
2025-05-21 22:20:00,AGV-01,55.55,32.43,0.266,24.04,9.93,1.212,0,41.9,1340
2025-05-21 22:30:00,AGV-01,58.59,33.49,0.2552,23.89,8.96,1.396,0,50.9,1350
2025-05-21 22:40:00,AGV-01,57.76,34.06,0.2053,24.05,8.58,1.448,0,38.5,1360
2025-05-21 22:50:00,AGV-01,59.74,32.53,0.2569,23.99,9.88,1.412,0,38.6,1370
2025-05-21 23:00:00,AGV-01,57.61,34.23,0.263,23.72,8.83,1.478,0,43.4,1380
2025-05-21 23:10:00,AGV-01,61.12,33.38,0.2586,24.21,9.69,1.361,0,44.0,1390
2025-05-21 23:20:00,AGV-01,58.07,32.31,0.2474,23.79,9.35,1.467,0,49.6,1400
2025-05-21 23:30:00,AGV-01,58.52,34.0,0.1921,24.42,9.39,1.566,0,39.8,1410
2025-05-21 23:40:00,AGV-01,58.41,32.35,0.2715,23.97,9.94,1.262,0,45.8,1420
2025-05-21 23:50:00,AGV-01,58.55,35.4,0.2488,24.04,10.34,1.566,0,50.9,1430
2025-05-21 00:00:00,AGV-02,56.37,34.63,0.2346,24.06,10.3,1.362,0,53.1,0
2025-05-21 00:10:00,AGV-02,58.69,32.76,0.2693,24.24,8.52,1.49,0,48.5,10
2025-05-21 00:20:00,AGV-02,59.96,32.74,0.2525,23.79,8.48,1.153,0,40.0,20
2025-05-21 00:30:00,AGV-02,54.81,32.37,0.2237,24.33,10.31,1.297,0,56.3,30
2025-05-21 00:40:00,AGV-02,58.15,34.14,0.2411,24.0,8.57,1.17,0,50.1,40
2025-05-21 00:50:00,AGV-02,61.75,34.4,0.2616,24.12,10.18,1.514,0,46.4,50
2025-05-21 01:00:00,AGV-02,57.84,33.57,0.2498,23.81,8.8,1.252,0,45.9,60
2025-05-21 01:10:00,AGV-02,60.24,33.94,0.2191,23.8,10.25,1.253,0,43.9,70
2025-05-21 01:20:00,AGV-02,56.73,33.58,0.2876,24.04,9.63,1.259,0,44.9,80
2025-05-21 01:30:00,AGV-02,59.05,33.26,0.2781,24.03,9.16,1.418,0,47.7,90
2025-05-21 01:40:00,AGV-02,57.83,33.44,0.2609,23.74,10.42,1.355,0,38.8,100
2025-05-21 01:50:00,AGV-02,57.26,32.32,0.269,23.94,10.5,1.299,0,46.4,110
2025-05-21 02:00:00,AGV-02,61.67,31.81,0.2617,23.85,9.22,1.468,0,45.2,120
2025-05-21 02:10:00,AGV-02,58.16,34.02,0.2956,23.89,8.4,1.387,1,57.9,130
2025-05-21 02:20:00,AGV-02,57.22,34.7,0.2851,23.89,9.96,1.644,0,39.5,140
2025-05-21 02:30:00,AGV-02,57.4,32.48,0.2477,23.85,9.53,1.307,0,48.5,150
2025-05-21 02:40:00,AGV-02,59.01,33.91,0.212,24.07,10.48,1.219,1,53.4,160
2025-05-21 02:50:00,AGV-02,59.2,32.38,0.2509,24.11,9.56,1.481,0,40.4,170
2025-05-21 03:00:00,AGV-02,57.25,33.17,0.2839,23.94,10.55,1.218,0,39.5,180
2025-05-21 03:10:00,AGV-02,58.2,34.31,0.2552,24.46,9.81,1.429,0,43.5,190
2025-05-21 03:20:00,AGV-02,59.48,33.69,0.2312,23.82,8.94,1.364,1,40.8,200
2025-05-21 03:30:00,AGV-02,56.38,35.27,0.2302,24.17,9.53,1.438,1,45.0,210
2025-05-21 03:40:00,AGV-02,58.18,34.29,0.2644,24.12,9.09,1.365,0,47.7,220
2025-05-21 03:50:00,AGV-02,57.55,33.16,0.253,24.22,9.88,1.396,0,49.1,230
2025-05-21 04:00:00,AGV-02,57.98,33.67,0.2029,24.01,9.2,1.251,0,45.3,240
2025-05-21 04:10:00,AGV-02,59.81,33.07,0.2633,24.01,7.92,1.259,0,44.3,250
2025-05-21 04:20:00,AGV-02,59.88,31.87,0.2345,24.08,8.95,1.391,1,42.2,260
2025-05-21 04:30:00,AGV-02,58.52,32.8,0.2399,24.06,9.0,1.402,2,41.4,270
2025-05-21 04:40:00,AGV-02,60.62,31.69,0.2032,24.19,8.41,1.366,0,51.0,280
2025-05-21 04:50:00,AGV-02,58.79,34.06,0.2698,23.99,9.36,1.341,0,44.9,290
2025-05-21 05:00:00,AGV-02,58.51,33.58,0.2252,24.04,9.49,1.487,0,35.2,300
2025-05-21 05:10:00,AGV-02,62.49,32.01,0.2542,24.23,8.81,1.055,0,42.8,310
2025-05-21 05:20:00,AGV-02,61.67,33.0,0.2419,24.21,9.02,1.674,0,44.6,320
2025-05-21 05:30:00,AGV-02,60.92,34.63,0.2798,24.06,10.14,1.304,0,45.8,330
2025-05-21 05:40:00,AGV-02,60.3,32.55,0.296,24.03,9.21,1.428,0,41.0,340
2025-05-21 05:50:00,AGV-02,61.63,32.26,0.2294,24.14,10.43,1.332,0,42.8,350
2025-05-21 06:00:00,AGV-02,61.53,33.97,0.2762,23.85,8.36,1.625,0,46.4,360
2025-05-21 06:10:00,AGV-02,58.43,33.9,0.281,23.88,9.53,1.618,1,54.0,370
2025-05-21 06:20:00,AGV-02,58.62,33.63,0.2679,23.96,9.02,1.208,0,55.3,380
2025-05-21 06:30:00,AGV-02,58.32,33.06,0.2515,24.06,10.15,1.529,2,42.1,390
2025-05-21 06:40:00,AGV-02,61.31,32.48,0.2816,23.97,10.21,1.51,0,45.9,400
2025-05-21 06:50:00,AGV-02,58.18,33.7,0.2446,23.89,9.97,1.586,1,45.1,410
2025-05-21 07:00:00,AGV-02,60.57,35.92,0.2692,23.65,10.1,1.457,0,41.9,420
2025-05-21 07:10:00,AGV-02,61.0,33.08,0.2578,24.17,8.76,1.593,0,42.9,430
2025-05-21 07:20:00,AGV-02,62.87,33.73,0.2345,24.09,10.46,1.309,0,37.8,440
2025-05-21 07:30:00,AGV-02,58.79,32.9,0.2423,23.84,7.82,1.488,0,46.7,450
2025-05-21 07:40:00,AGV-02,58.4,31.6,0.2285,24.25,9.06,1.784,0,45.6,460
2025-05-21 07:50:00,AGV-02,59.58,35.23,0.2971,24.33,10.27,1.306,1,49.1,470
